bytes_sent,mean_cwnd,mean_jitter,mean_loss,mean_s_rtt
3476839.0,353930.145392,1.835319,0.096463,90.346181
3367466.0,382025.268884,2.934174,0.070423,96.626751
3318728.0,406156.816713,3.17,0.082988,101.697143
3321082.0,380310.900436,3.388436,0.098039,101.038547
3653261.0,366630.692159,1.256649,0.033898,88.605718
3692907.0,365212.888462,2.172029,0.031847,92.843073
3053011.0,363806.559359,2.85,0.149813,95.703731
3784630.0,358892.447249,1.89404,0.066007,90.062252
3433256.0,361957.201249,1.709493,0.072993,91.893647
3114163.0,321204.379589,2.733433,0.109489,92.21519
3401577.0,314067.682841,1.68732,0.106383,86.041066
3276367.0,310102.196828,1.968101,0.187266,85.672849
3170197.0,290225.448399,1.474725,0.036101,84.665934
3602883.0,308803.252394,1.032959,0.069204,81.15568
3633857.0,314417.268775,1.501325,0.03367,84.531788
3757315.0,336817.099419,1.225131,0.101351,84.007199
2770466.0,307180.16185,2.941723,0.121951,94.359797
3526202.0,318161.032754,1.461432,0.138408,83.452397
3202659.0,303521.289986,1.880403,0.110294,88.14121
3239812.0,309524.45019,2.150588,0.149254,87.221176
3630577.0,317884.689207,1.192959,0.033333,82.377793
3901162.0,343877.168519,1.217226,0.03125,84.758075
3467236.0,375408.292165,2.453178,0.142349,95.641148
3675430.0,389661.419185,2.44094,0.102041,95.827517
2723253.0,286625.334173,3.128117,0.25,93.105761
3727140.0,333677.565714,1.508497,0.099338,85.986275
3408162.0,329370.848693,1.625265,0.143369,87.498236
3113719.0,336529.747734,2.239631,0.10989,90.84255
3090033.0,331103.914925,3.02803,0.170213,94.62803
3128137.0,328376.266667,2.681577,0.160643,91.025019
2966764.0,291406.503257,2.899666,0.109091,91.295151
3668650.0,337009.730818,1.558109,0.066007,86.35128
3438065.0,332091.506502,1.852587,0.138408,88.467753
3731927.0,355800.862314,1.568032,0.107143,87.091149
3569221.0,403577.935964,2.238095,0.0,96.660714
3122902.0,355108.464692,3.741712,0.222222,101.688512
3749414.0,349148.283019,1.486434,0.032468,88.129845
3720839.0,349159.0,1.252896,0.031746,87.846203
3112527.0,299146.042945,1.937598,0.080321,88.056942
3446551.0,344964.480412,1.881119,0.103448,89.433566
3814444.0,348317.854218,1.205471,0.031153,86.591603
3702055.0,390162.620533,2.186587,0.070175,96.257636
3009348.0,409072.643202,3.073085,0.105634,100.652846
3320696.0,393110.350539,4.314917,0.168067,105.475927
3749380.0,364244.28265,1.666021,0.06006,89.543928
3370506.0,350709.860268,2.315562,0.072464,92.592939
3492042.0,380354.21547,1.978769,0.138889,92.719038
3136628.0,368420.384502,3.855431,0.160643,101.798502
3563909.0,365960.278539,2.140854,0.031847,92.608144
3619699.0,380683.225174,1.934839,0.064309,93.588387
3720624.0,365870.845897,2.251882,0.067797,93.195072
3399489.0,364937.652949,2.705552,0.149254,94.718201
2231322.0,235641.245527,2.536585,0.3,91.10874
2355981.0,193477.0,0.993802,0.049751,78.980372
2256579.0,190908.542181,1.132258,0.285714,79.678495
2711278.0,216931.06383,0.95692,0.088889,79.347388
2768990.0,239191.250639,1.338041,0.17094,81.653133
2945509.0,253091.709832,1.135452,0.081967,81.487458
2928295.0,263426.527508,1.412738,0.123967,82.603805
2570487.0,229382.389483,1.591705,0.091324,82.684793
2886389.0,234431.474422,0.918089,0.084746,79.251706
2907055.0,235193.535223,0.811705,0.041322,79.194232
2897949.0,255412.411909,1.385714,0.206612,81.97395
3364316.0,286936.869504,1.41886,0.072993,82.449561
3012370.0,280303.095451,1.002335,0.114943,81.690272
3109730.0,253456.575614,1.229588,0.040323,81.188359
2769777.0,257329.110581,1.327065,0.165975,81.822567
3677210.0,303964.860096,1.084346,0.03413,82.484632
3251005.0,315603.292119,2.166172,0.188679,86.833086
3385133.0,324334.435115,1.619082,0.071429,87.409613
3513978.0,338359.854545,2.069493,0.137931,87.419736
3118080.0,343785.435714,2.992674,0.171674,93.561905
3033953.0,269777.86165,1.612903,0.109091,83.496278
3357815.0,296241.275072,1.438445,0.06993,83.239741
3083539.0,300337.12596,2.074766,0.117188,87.183022
3628558.0,345046.94004,1.463748,0.10274,86.26539
3629862.0,361778.774951,2.446595,0.065789,93.943925
3584146.0,370326.994733,2.251696,0.067114,92.805292
3028710.0,319340.181818,2.320031,0.11811,91.395931
3357480.0,323009.405863,1.302326,0.103093,84.178738
3425786.0,325972.609671,1.873118,0.070423,85.954839
3555375.0,327934.644429,2.20146,0.106383,89.834307
3932940.0,325619.0,0.613836,0.0,81.406918
3116506.0,283266.854412,1.355039,0.115385,84.393798
3013578.0,278478.594828,1.787217,0.163934,85.518608
3392542.0,282540.0,0.937901,0.034965,80.724483
3000657.0,282389.652789,1.413961,0.122951,82.862825
3118878.0,318978.025849,2.48162,0.111111,89.567142
3302070.0,333185.267699,2.364679,0.19084,89.938838
3638317.0,348135.462476,1.709934,0.06993,88.39404
3505402.0,361541.739959,2.153739,0.12987,92.74144
2761880.0,301519.916921,2.056338,0.202429,88.412363
3093424.0,266695.789388,1.812081,0.163934,84.667785
3140107.0,266806.642374,1.334895,0.11583,81.570648
3626037.0,313163.968708,1.092466,0.066445,82.462329
3513093.0,326986.33917,1.536437,0.165563,84.7139
3855105.0,343751.75158,1.520053,0.032468,87.755424
3599270.0,355936.608503,1.49901,0.036364,88.484488
3734643.0,367928.159533,2.084118,0.060606,92.331763
3309392.0,296180.493767,1.172857,0.071174,84.027143
3805062.0,320301.910692,0.947097,0.032787,82.558065
3660897.0,358253.531704,1.517241,0.136986,89.430696
3268359.0,384160.245161,3.239499,0.141844,98.484156
3756523.0,393866.930538,2.31094,0.032154,96.661548
3309257.0,398149.173305,2.872857,0.177305,98.992143
3454737.0,398625.886754,3.16129,0.215827,100.143058
3454365.0,358424.965636,2.512195,0.179211,93.519861
3338150.0,349480.802105,2.228716,0.137457,91.681097
3315965.0,354084.185053,2.648432,0.181818,94.086798
3803826.0,354375.918266,1.686462,0.032362,90.354406
3590140.0,353739.127141,1.859838,0.06734,90.272911
3857832.0,363866.867246,1.411197,0.031546,88.586873
2987076.0,355595.016105,3.052161,0.077519,100.627422
3289047.0,343263.772009,2.690714,0.186567,91.158864
3368249.0,357396.671089,2.331909,0.150376,92.980057
3524125.0,366498.118969,2.598794,0.098039,94.298058
3505689.0,350421.30473,1.650034,0.142349,90.365003
3225103.0,304773.932117,1.380451,0.110294,83.916541
3065190.0,272794.100386,1.754538,0.114068,84.907656
3824202.0,307060.0,0.709451,0.0,79.778416
3439389.0,304010.550554,1.155789,0.06993,82.199298
3596556.0,352671.863305,1.024406,0.031949,85.76408
3737291.0,373951.29959,2.415042,0.033333,94.140669
3841170.0,384503.098936,1.51292,0.033784,91.99354
3358977.0,350532.246228,2.88819,0.106007,93.2355
2900824.0,326295.391647,3.1072,0.12605,93.3872
3519685.0,348118.24843,1.874822,0.135593,87.622333
3695101.0,396763.209924,2.520619,0.064516,97.289304
2921248.0,311131.513428,2.747777,0.117188,94.652385
3463594.0,342969.663717,2.282427,0.106762,90.935146
3720985.0,343769.381163,1.242857,0.033898,86.579221
3419680.0,340987.878219,2.499643,0.200669,91.135096
3660043.0,345677.519564,1.625899,0.068027,88.476782
3352228.0,343120.581148,2.211441,0.176056,91.58798
3544570.0,324773.987895,1.218132,0.0,86.739605
3502940.0,343339.562963,1.444751,0.103806,86.560083
3634756.0,343378.44316,1.874754,0.165017,88.598033
3092738.0,387684.574705,3.099215,0.14652,99.915774
3790023.0,350704.732694,1.56342,0.067114,87.941836
3453518.0,350880.0,2.402516,0.182482,92.030748
3462468.0,351547.358311,2.691828,0.102389,94.198061
3466025.0,346943.407332,2.044693,0.142857,90.766061
3518146.0,349177.188755,2.079054,0.032362,89.729054
3942568.0,402051.996346,1.704503,0.0,93.381863
3260111.0,408541.935128,3.113221,0.109091,101.590717
3353220.0,330036.739927,2.101427,0.102389,91.836965
3588398.0,362781.357992,2.441734,0.140351,92.861789
3743148.0,373434.881258,1.657181,0.064309,91.060225
3862955.0,432043.065693,2.687732,0.0,100.319083
3103812.0,426307.933429,3.839156,0.11811,106.47016
3250374.0,422239.327611,3.556364,0.098361,104.963636
3243057.0,348107.370871,3.508046,0.19305,99.445211
3545134.0,380826.654681,1.771845,0.104167,92.42025
3740878.0,380786.423515,2.811162,0.065574,95.834523
3668999.0,393654.236076,2.020052,0.034965,94.768435
3475486.0,377758.589709,2.9679,0.12945,96.611305
3638843.0,379255.863697,1.991831,0.133779,93.306331
3053202.0,384341.621005,3.94031,0.120968,109.246512
3329382.0,335947.329772,1.924143,0.072464,93.291758
3334361.0,378606.826487,2.350036,0.104895,95.861131
3892301.0,382500.0,1.734404,0.0,91.778876
3380796.0,374500.391632,2.381386,0.070423,95.557033
3934717.0,392243.985194,1.70456,0.0,93.171143
2907523.0,359116.398983,2.90325,0.195312,97.116691
3300083.0,349107.501933,3.396511,0.220264,96.555115
3520600.0,389321.754266,2.769663,0.163934,96.488062
3690963.0,401891.28123,2.173597,0.067114,95.886469
3380391.0,336727.962457,2.436981,0.131579,92.496537
3157283.0,306032.225976,1.924904,0.075188,87.683525
3622569.0,346947.763553,1.751673,0.133333,88.502677
3334802.0,347509.803401,2.015983,0.119522,91.578179
3269084.0,344771.160886,3.064199,0.102389,93.88142
3463104.0,344701.165068,1.99089,0.139373,88.552908
2613420.0,319981.505122,3.343573,0.258621,96.937753
3182063.0,344636.02963,3.491653,0.122449,96.496661
3514372.0,346970.791304,2.191417,0.100671,89.679155
3576148.0,397107.275254,2.223308,0.137931,94.854152
3532443.0,417017.472982,2.968515,0.103093,101.160164
3636561.0,392514.016624,2.88961,0.064935,99.292208
3442987.0,328703.212751,1.499649,0.0,88.980323
3468401.0,362231.008844,2.257796,0.105634,93.587665
3336365.0,373526.644043,2.600147,0.14652,94.857879
3386695.0,363013.134981,1.872587,0.099668,92.33269
3879463.0,364735.980093,2.026263,0.032573,91.851178
3284079.0,338181.853485,1.948662,0.038911,91.519161
3452143.0,357302.772696,2.371388,0.13986,92.770965
2856165.0,257816.945238,2.218167,0.156863,86.183293
3686821.0,308258.655106,0.938263,0.033113,81.502714
3743261.0,328815.582647,1.252646,0.032573,84.451058
3535722.0,339377.388999,1.608219,0.101351,87.993151
3101938.0,319530.000743,2.57318,0.155642,91.170115
3489822.0,298305.029912,1.148611,0.102041,81.870139
3328913.0,299481.215797,1.478229,0.114504,84.059507
3203899.0,322008.77994,2.29697,0.072464,89.606818
3535513.0,360594.328219,2.041953,0.140351,91.104539
3062466.0,359475.04321,2.2537,0.108696,93.862579
3377560.0,320667.748462,2.641347,0.111524,91.124511
3767634.0,319418.0,0.909916,0.033333,82.012314
3043526.0,308924.693441,1.810566,0.111524,86.377358
3558265.0,308369.883217,1.534139,0.034843,84.328592
3041917.0,277497.940503,1.619906,0.07722,83.913009
2829344.0,282473.983065,2.298188,0.168776,87.284185
2880635.0,272296.223529,2.414298,0.173913,87.55211
3215342.0,279537.621739,1.121324,0.110701,81.296324
3506505.0,310854.316138,1.237733,0.033445,84.1783
3182148.0,266793.588872,1.364725,0.120482,82.169992
3248827.0,283640.0,1.157738,0.072727,82.011161
3508318.0,312743.547651,1.036704,0.107914,82.565097
3286220.0,283289.648727,1.575624,0.070423,83.024963
3703928.0,306579.897403,0.658069,0.0,80.423942
3751099.0,341970.002502,1.286364,0.03268,86.326623
2701414.0,285765.378565,1.238475,0.172414,83.800532
3391077.0,296034.13007,1.841507,0.107527,85.628998
3607764.0,318179.969778,0.739661,0.067568,81.420339
3528411.0,356815.356242,2.107374,0.130719,91.082794
3454033.0,357150.779476,2.361132,0.153846,92.254654
3610415.0,376605.237221,2.246299,0.066007,94.189771
3440728.0,376390.257432,1.94788,0.101695,93.168867
3494638.0,309121.91321,1.664928,0.035336,87.826597
3095798.0,315535.933769,1.876781,0.15444,86.223806
3822858.0,333258.927822,1.735873,0.096463,85.888889
3659870.0,331580.968285,1.259628,0.070423,86.23838
3176453.0,371171.082707,3.297628,0.173611,96.819434
3554792.0,399498.002665,2.650718,0.139373,97.29255
3421420.0,408728.129239,2.340052,0.064935,97.470091
3592743.0,345417.57423,2.607829,0.070175,93.16726
3480180.0,350631.225256,1.822547,0.106762,89.377871
3105386.0,352858.397626,2.767144,0.15444,93.762622
3886129.0,417454.304183,2.538661,0.03268,98.434048
3286339.0,424184.008475,3.635776,0.144928,103.987787
2936920.0,319717.228571,3.253623,0.118577,94.941224
3544253.0,360906.209593,1.977748,0.098361,91.121376
3581027.0,380150.878231,1.828551,0.142857,92.079776
3543454.0,352987.947507,2.326015,0.066667,93.103792
3829939.0,365130.0,1.094103,0.0,88.955458
3619984.0,404229.226403,2.756428,0.09901,98.077808
3265796.0,387788.566595,2.925681,0.149254,96.691685
3113436.0,346110.141429,2.722263,0.150376,94.841189
3451914.0,349361.402174,2.454952,0.070922,92.058079
3036420.0,361183.763158,2.583201,0.210084,94.136292
3454586.0,368614.878397,2.743928,0.070671,94.691881
3240319.0,354438.100219,2.692654,0.104895,97.616192
2928861.0,352144.731629,3.450612,0.347826,96.256327
3572382.0,415927.868568,2.238486,0.030769,96.694006
3859362.0,441300.588038,3.430328,0.06734,104.443989
3267279.0,403583.400422,3.425608,0.147059,102.255365
2962015.0,334161.914831,2.497378,0.11236,93.377528
3497398.0,366291.914616,2.589021,0.076923,95.633531
3775935.0,378936.811029,2.15629,0.06192,93.689327
3114985.0,381051.64993,2.773115,0.107914,98.049787
3763543.0,384226.289885,1.995139,0.067568,93.796528
3533812.0,379592.864052,2.947157,0.06734,97.610033
3716873.0,428465.875414,2.840726,0.141844,100.808468
3270186.0,416111.884377,3.545391,0.067568,103.544693
3380559.0,383970.744186,2.670596,0.113636,96.260749
3566289.0,420094.524843,3.59233,0.13245,102.559659
3182801.0,456343.055481,3.775289,0.187266,106.285811
3384038.0,349347.912425,3.176115,0.038023,99.759637
2869759.0,363385.549717,3.750825,0.228137,101.39769
3310614.0,329914.091494,2.123726,0.111524,87.538574
3783336.0,333604.766419,1.00324,0.031646,84.768633
3216137.0,328342.099707,2.190157,0.113636,88.907532
3311725.0,349943.984138,2.340112,0.138408,90.258766
3463281.0,390775.475187,2.964385,0.10453,98.325419
3760573.0,401542.174057,2.698177,0.033784,98.028359
3302456.0,329806.43653,2.102085,0.035971,90.984184
3709589.0,344139.323437,1.463351,0.102389,87.094241
3388757.0,347259.131228,2.379038,0.06993,92.165111
3648290.0,410500.928339,2.477682,0.03268,97.716189
3517185.0,419421.588008,2.662714,0.035336,99.432806
3434172.0,408055.714799,3.401316,0.136986,104.343567
2988350.0,384963.571319,3.854574,0.247934,102.179046
3257275.0,338951.07962,2.23003,0.10989,91.702663
