bytes_sent,mean_cwnd,mean_jitter,mean_loss,mean_s_rtt
3520988.0,409012.042263,2.864301,0.101351,99.332637
3324516.0,407393.405807,3.008264,0.035587,100.575069
3870023.0,419324.262717,2.551702,0.097403,99.039921
1873773.0,385574.290816,3.871983,0.204082,103.534103
579940.0,47898.898113,0.795181,0.212766,77.64257
586236.0,47983.0,0.885827,0.0,77.562992
564292.0,47722.870722,0.968,0.425532,77.516
466952.0,38914.061135,0.760563,0.0,77.178404
479976.0,40878.311321,0.955882,0.0,77.637255
506425.0,41820.0,0.861607,0.232558,77.553571
569304.0,46123.125,0.991803,0.0,77.516393
762057.0,62278.208955,0.760736,0.16129,77.530675
985924.0,80710.953271,0.803874,0.37037,77.808717
1296028.0,104991.208791,0.846449,0.0,77.898273
1708014.0,138446.896552,0.772263,0.0,78.118248
2243561.0,181511.579894,0.934978,0.15625,78.853139
2793246.0,231311.631085,0.951351,0.044444,79.546847
2434601.0,220100.916822,1.574489,0.093897,82.938656
2763219.0,232224.118455,1.240642,0.137615,80.334225
2640964.0,233268.572963,1.528979,0.12987,82.211592
2897762.0,253035.431894,0.96766,0.128205,79.782979
3522766.0,285761.770624,1.002096,0.0,81.562544
3300785.0,296260.220242,1.593233,0.143369,83.706767
3602655.0,312020.196615,1.100204,0.06689,81.64758
3072662.0,320633.663351,2.733124,0.158103,91.005495
3953621.0,338214.225941,0.768703,0.0,82.848504
3551782.0,351256.353214,1.782999,0.137931,88.9302
3451506.0,359016.469027,2.737579,0.068027,95.20084
3300101.0,297190.586086,1.31441,0.036496,83.786754
3110310.0,312870.764618,2.0,0.117188,88.201871
3911040.0,344058.319782,1.190744,0.0,83.428393
3445349.0,373065.3189,2.825318,0.103448,96.44413
3343937.0,360652.775367,2.877143,0.138408,96.439286
2963289.0,292233.223975,2.083736,0.12605,87.831723
3658751.0,331407.462324,1.351568,0.09375,85.544363
3339233.0,331749.540773,1.861943,0.074627,86.786706
3707660.0,375754.949318,2.284574,0.102041,92.523271
3473362.0,393867.178523,2.287081,0.064935,96.075188
3476839.0,404677.21771,3.033401,0.135593,101.011588
3401738.0,320120.752461,2.202605,0.072202,90.109986
3489040.0,347000.981532,1.875524,0.184502,88.92028
2822462.0,263281.759772,1.839669,0.08658,86.04876
3371241.0,303750.654804,1.694013,0.201342,84.046563
3260584.0,322652.89319,2.101996,0.194553,88.317073
2896843.0,287556.013655,2.047264,0.155642,87.68325
3270605.0,288090.210717,1.532593,0.075188,84.025185
3388741.0,288012.630556,1.012126,0.070423,81.370899
3283205.0,298454.029016,1.176218,0.039062,82.425501
3390134.0,341572.227553,2.00141,0.072464,89.312412
3551417.0,293607.626397,1.1545,0.032051,82.047484
3291024.0,288866.73295,0.966127,0.110294,81.714286
3544906.0,311130.741089,1.407767,0.136519,82.276699
3257697.0,304182.50036,1.772086,0.072727,87.250186
3223717.0,302593.77899,1.204167,0.107914,82.069444
3617416.0,316049.559515,1.753623,0.037313,85.84058
3584587.0,358926.318421,1.894418,0.062696,90.340282
3749558.0,370531.232712,1.259422,0.031153,89.876884
3201924.0,357315.669231,3.310291,0.252101,98.70542
3649387.0,326320.864166,1.537949,0.032051,86.045939
3718916.0,325367.484464,1.173684,0.066007,83.201974
3300154.0,290880.939372,1.322771,0.035088,83.09801
3331085.0,324772.252801,1.715418,0.108303,85.716859
3481455.0,351550.004717,2.267956,0.080645,91.968923
3511461.0,387257.588195,3.107746,0.155763,97.777465
3113914.0,339423.631306,2.351515,0.149813,91.34697
3318875.0,302484.181108,2.023256,0.14652,87.123547
3796307.0,333181.060474,1.219858,0.031847,84.58285
3846502.0,335580.0,0.815979,0.0,84.449247
3564664.0,362206.060054,1.700831,0.067568,88.553324
3830551.0,401214.41247,2.094247,0.031949,96.228886
3592435.0,411202.651578,2.615277,0.099668,97.412754
3780397.0,419554.799518,2.513166,0.03268,98.829761
3005959.0,354501.8672,3.191837,0.15444,97.401633
3699631.0,362024.381655,1.487821,0.102041,89.98815
3395542.0,387530.364993,2.65742,0.037879,96.396671
3400505.0,340981.725714,2.308254,0.065359,91.481373
3606789.0,363665.366557,1.764627,0.065574,91.828514
3644858.0,364783.644571,1.438882,0.096154,89.156047
3632972.0,371957.156627,2.499317,0.068259,97.092896
3322233.0,357005.942675,2.659206,0.183824,94.981949
3324407.0,358483.61533,2.681917,0.144928,94.016703
3528436.0,427800.669393,3.137405,0.103806,101.542679
3458620.0,435817.780041,2.960137,0.148148,101.0811
3276850.0,360454.691437,3.428675,0.139373,99.960174
3044558.0,321858.34387,2.437008,0.246914,92.87874
3433472.0,365842.824176,2.289326,0.034014,94.42486
3144708.0,372051.345467,2.692847,0.177936,95.776999
3209977.0,384272.187898,3.540146,0.16,98.328467
3725272.0,433664.76928,2.892016,0.035336,100.469241
3502090.0,380818.724523,2.971906,0.106007,99.156522
3132482.0,376396.781392,2.608999,0.21978,94.308766
2919313.0,333035.336585,3.31614,0.153257,97.144759
3293599.0,377513.959184,3.51363,0.147601,99.161406
3690337.0,382408.918575,1.873944,0.032362,93.272255
3026662.0,359978.6132,3.28249,0.200803,98.226459
3274534.0,274061.328035,0.885757,0.035842,80.273739
2882945.0,271818.552007,1.775732,0.209205,84.814226
3692774.0,316399.946734,0.861328,0.0,82.417969
3074833.0,278944.560653,2.077287,0.122449,86.608044
3191248.0,280229.643815,1.276074,0.103093,83.212423
3590040.0,293406.621803,0.894701,0.03413,80.065382
3680526.0,338258.632588,1.366887,0.068493,85.833775
3382501.0,345780.092847,2.523132,0.144928,91.029893
3434590.0,353278.438356,2.001406,0.065147,91.024613
3431715.0,289462.32582,1.020043,0.0,82.5068
3613196.0,310080.0,1.03959,0.033557,81.930375
3310600.0,309751.466667,1.61731,0.114943,85.044349
3159032.0,319230.894996,2.067968,0.173611,88.098337
3198200.0,308848.777943,2.065034,0.113208,87.433818
3762786.0,311846.663799,1.240163,0.035088,82.501357
3413805.0,314515.209155,1.797568,0.06734,86.230329
2938698.0,283545.292683,1.848062,0.081633,85.54031
3310944.0,304056.456929,1.710974,0.115385,84.918083
3327259.0,310663.160114,1.693091,0.069444,85.342545
3704912.0,322940.90647,1.099869,0.032573,82.827858
3830217.0,370907.696629,1.302776,0.064103,89.68754
3696245.0,376922.172327,2.02907,0.140351,94.827519
3572172.0,394450.640362,2.081619,0.0,95.354346
1725411.0,157440.250318,1.972332,0.180723,86.345191
1791188.0,144673.290155,0.910326,0.136054,78.620924
1880722.0,151258.841509,0.895561,0.066667,78.561358
2197996.0,179424.395048,0.725644,0.0,78.908175
2429598.0,193699.705712,0.876142,0.050761,78.779695
2517319.0,211882.925023,1.197856,0.150754,79.906433
2643739.0,225964.86032,1.301205,0.133929,81.875811
2677997.0,240640.425316,1.327783,0.171674,81.540754
2981625.0,258447.69073,1.646115,0.12931,83.228041
2619649.0,217602.15371,1.01196,0.089286,79.75069
2849137.0,230520.0,0.782084,0.042017,78.833764
2856152.0,230386.482959,0.814346,0.042553,78.886076
3076290.0,273085.240596,1.532905,0.125523,83.394864
3007455.0,282144.617323,1.882258,0.19305,86.275806
3073337.0,263110.550189,0.830414,0.03861,79.911624
3150612.0,255000.0,0.916019,0.038314,79.573095
3168504.0,255000.0,0.730294,0.0,78.794436
3522742.0,286789.819106,0.692415,0.0,79.294363
3106691.0,305714.654107,1.798456,0.14652,85.623166
3040628.0,265331.580046,1.574841,0.116279,83.632166
3006275.0,269703.3344,0.968318,0.160643,81.281885
3677113.0,320138.89348,1.669103,0.09901,86.264452
3066759.0,325755.192103,2.648062,0.158103,90.969767
3978551.0,342378.827957,0.777228,0.0,83.757426
3184935.0,352401.553285,2.92233,0.223881,93.416729
3649277.0,363007.179833,1.862732,0.036364,91.158488
3063324.0,300002.235566,1.956693,0.179856,85.109449
3470621.0,312433.887372,1.374477,0.137931,83.30265
2908683.0,282743.680766,2.213878,0.205761,86.28
3461648.0,305623.578,1.086837,0.067568,81.734666
3474999.0,327896.048353,2.057762,0.108696,88.514079
3023064.0,324211.775606,1.807478,0.203252,87.969769
3282738.0,290282.328358,1.927632,0.179856,85.63962
3572402.0,290479.52597,0.597678,0.0,79.269809
3466887.0,323863.427184,1.400143,0.065789,86.046528
3402054.0,346653.195307,2.071328,0.106383,91.447034
3934060.0,363822.673031,1.022769,0.0,87.366769
3750739.0,370687.989757,1.738562,0.032787,91.756863
3200955.0,377734.77621,2.414079,0.139373,95.556246
3524622.0,357186.650395,2.994096,0.149254,97.688561
3148578.0,328144.690814,2.767228,0.14652,91.714395
3763834.0,335915.229611,1.389318,0.064935,85.658945
3475601.0,352575.606849,1.600424,0.069686,88.265205
3750948.0,402563.627561,2.605313,0.032258,98.186591
3141903.0,353986.81444,2.591382,0.109489,95.21471
2900776.0,337708.819433,3.482217,0.518868,95.343259
3293072.0,338734.456554,2.093493,0.034014,90.036649
3539379.0,365683.534821,1.836763,0.105263,91.527435
3556196.0,345449.64772,2.388664,0.174216,92.074224
3546163.0,379752.8297,2.427486,0.104895,95.553177
3068148.0,362572.261458,3.239544,0.072993,97.879087
3569413.0,353239.017276,1.653586,0.141844,90.85724
3378135.0,345628.026462,2.145583,0.071685,91.164664
3130858.0,352494.237389,3.177358,0.155039,96.162264
2766749.0,336437.410959,3.008527,0.153846,94.164341
3495551.0,335828.013418,2.193922,0.069686,90.952243
3376844.0,330320.858088,2.39348,0.190114,89.95906
3530776.0,352888.512133,1.715047,0.097087,89.129827
3561111.0,390305.252101,3.171429,0.190114,98.826429
3137140.0,395676.162909,3.908277,0.145455,103.076063
3403278.0,355298.092042,2.069307,0.103806,90.387553
3488639.0,352297.811525,2.458104,0.138889,94.347527
3634365.0,370072.583388,1.790205,0.068027,92.192588
3737739.0,359728.328321,1.728608,0.031546,90.83908
3427117.0,382835.902107,2.434364,0.076628,94.167698
3034256.0,331230.967075,2.79232,0.216606,94.741379
2432568.0,207590.490803,1.133733,0.151515,80.815369
2642794.0,229167.829159,1.346789,0.130435,80.379817
2825753.0,230987.578554,0.91357,0.086957,80.3293
3095680.0,260796.914219,1.100398,0.119048,81.247012
3231240.0,284365.997141,1.092331,0.039216,82.064036
3577938.0,297531.560748,0.996528,0.10453,80.477083
3286215.0,305324.524049,2.006706,0.206897,86.099851
3643443.0,324887.342105,0.691156,0.065574,80.977551
3241853.0,334783.799721,2.739756,0.264151,93.130841
3351498.0,329472.406897,2.372605,0.142349,91.163236
3395734.0,287768.340146,0.92048,0.035714,79.923481
3311297.0,300674.958037,1.65077,0.179211,84.721203
3099007.0,298606.285606,2.101629,0.197628,86.77114
3669677.0,349086.921865,1.327052,0.065574,85.603634
3427229.0,350088.18556,2.710084,0.110294,94.440476
3199748.0,313447.4938,2.083458,0.075758,87.675112
3484921.0,311756.978127,1.489437,0.133779,84.257042
3774602.0,337519.183492,1.550362,0.1,85.204082
3582890.0,376999.009862,2.132114,0.068027,93.655827
3393639.0,384671.999318,2.949861,0.099338,97.316852
3618898.0,385222.957059,2.434987,0.068027,96.023458
3750198.0,402657.781491,2.249178,0.032573,96.050625
3155997.0,360217.687853,2.946043,0.074074,99.533094
2531738.0,284199.165179,3.012681,0.238095,92.050725
3091093.0,297959.227345,2.04571,0.17316,87.639134
3149422.0,312277.738486,2.470126,0.144928,88.188679
3852626.0,360281.629213,1.48713,0.061728,89.084299
3218269.0,351003.921842,2.212705,0.107914,92.264811
2840567.0,277015.824278,2.510526,0.219298,88.209649
3345362.0,313972.521429,1.395533,0.072727,82.988473
3512222.0,311564.925951,1.818496,0.206897,85.126294
3089766.0,318727.859663,2.240476,0.16129,89.133333
3590143.0,370977.670178,2.680405,0.103093,95.030405
3025986.0,378394.71495,3.232595,0.115385,98.208861
3818138.0,392520.901487,2.454488,0.031646,96.211125
3357424.0,386843.513384,2.774579,0.149813,98.727528
3100970.0,342198.325493,2.966718,0.108696,94.863777
3365705.0,342520.885614,1.920057,0.150376,88.163455
3886567.0,387360.961491,2.013889,0.0,92.668561
3712085.0,416465.409062,2.538762,0.032573,98.210423
3532080.0,415141.213521,3.076294,0.103806,101.337193
2987674.0,350542.708217,2.229391,0.148148,93.278853
3447880.0,310525.439495,2.107576,0.072727,87.893939
3711329.0,333252.460492,1.334226,0.138889,85.54722
3541051.0,368713.860835,2.450887,0.032362,92.655525
3681981.0,381440.333333,1.864116,0.032787,92.891821
3675572.0,390443.650968,2.17351,0.09901,95.682781
3449910.0,324746.658635,1.485833,0.0,88.202488
3172873.0,292969.631965,1.820166,0.113208,85.774266
2974462.0,287839.247164,1.251032,0.163934,82.532618
3185128.0,310859.648256,2.401779,0.114943,90.020015
3316517.0,292334.631317,1.377386,0.107914,83.301028
3351138.0,309644.33046,1.215385,0.075188,83.367766
3438244.0,348488.823087,2.202665,0.140845,89.51683
3052298.0,346503.053394,3.607644,0.25641,96.534321
3487858.0,362885.214097,2.08766,0.152905,92.18004
3548904.0,376679.090909,2.601535,0.143369,96.017446
3060483.0,378161.987491,2.656898,0.258303,95.802001
1166752.0,95398.881607,1.16383,0.103093,78.659574
1208848.0,96059.306358,0.738614,0.222222,78.221782
1349013.0,111013.106346,0.896613,0.267857,78.149733
1604305.0,128096.485337,0.811146,0.217391,78.351393
1781684.0,144212.570681,0.821674,0.137931,78.648834
1486575.0,126140.166159,1.022654,0.15748,78.768608
1655168.0,133800.0,0.832606,0.0,78.342067
1752528.0,141739.880597,1.139241,0.214286,79.061885
2017970.0,166732.471478,1.049637,0.178571,79.228814
2234154.0,182133.023182,0.980022,0.05848,78.854606
2350576.0,195584.955179,1.049638,0.314136,79.231644
2658250.0,213812.443141,0.8971,0.084034,78.980355
2759904.0,232466.228171,0.791738,0.128205,79.212565
3094746.0,252925.025964,0.986788,0.0,81.132122
2557357.0,211738.287671,0.889623,0.0,79.518868
2557734.0,225010.653846,1.343073,0.232558,81.30443
2799907.0,250666.196931,1.626761,0.131004,84.051937
3043745.0,275027.614008,1.278268,0.163934,82.129912
3291452.0,287267.769176,1.421598,0.036101,84.244083
3645664.0,303687.272727,0.858879,0.066667,80.806887
2891480.0,242862.909018,1.099002,0.082645,80.125624
3250441.0,265200.0,0.738772,0.0369,79.237275
3077889.0,264421.256746,0.821514,0.121457,79.553785
3354917.0,306008.635125,1.80117,0.070423,86.468567
3579593.0,320915.399868,1.258727,0.035088,83.768652
3569789.0,337241.224786,1.76539,0.068493,86.856361
3523628.0,345523.56016,1.888507,0.137931,89.419133
3473317.0,357162.296547,2.541317,0.067568,92.885854
3355117.0,328661.288475,1.963467,0.105263,88.981375
3287421.0,282986.443885,1.219259,0.0369,82.153333
3882585.0,314160.0,0.640506,0.0,79.520253
3406499.0,339654.077514,2.024602,0.187266,88.701881
3038028.0,345007.137566,3.412809,0.148148,97.609568
3500541.0,321135.958895,1.372481,0.181159,84.501737
3352123.0,334406.883571,1.883516,0.10453,85.918681
3651393.0,383546.185567,2.52431,0.100671,94.885677
3523996.0,392354.961616,2.152249,0.070423,95.122491
3182010.0,299856.498184,2.436337,0.035714,89.665674
3848237.0,336604.836797,0.913565,0.031746,84.348265
3447556.0,338680.0,2.187237,0.139373,89.837307
3642812.0,394775.122691,2.11336,0.06689,93.205128
3364666.0,400086.82493,3.127143,0.108696,101.912857
2966575.0,340741.202355,3.164547,0.150943,94.961107
3899247.0,351940.0,1.458415,0.0,87.870989
3566148.0,351263.149235,1.022138,0.064103,87.037318
2877330.0,305892.950442,3.853791,0.222222,96.76083
3646668.0,298900.0,0.771124,0.033223,81.194278
3682825.0,299391.360838,0.801471,0.067568,79.395722
3677259.0,355890.785119,1.730921,0.031949,89.209868
3430600.0,363640.806052,2.188881,0.140351,92.277263
3510469.0,375713.236157,2.419509,0.102389,94.667121
3702796.0,383463.462951,2.299545,0.032468,94.649773
3060754.0,316248.546995,2.237421,0.12,88.22327
3836040.0,332560.0,0.691768,0.03268,83.380345
3664360.0,355639.426893,2.030831,0.105634,89.155496
3481775.0,393859.202658,2.596883,0.033445,97.306911
3534508.0,405311.460014,2.399022,0.065789,96.938505
3498094.0,352688.256377,2.53293,0.066445,92.81922
3658453.0,348742.636364,1.882274,0.133333,89.268896
3606067.0,376132.250973,1.435013,0.070423,91.606101
3470474.0,335145.143347,2.624213,0.09772,92.255423
3797243.0,351917.0,1.355584,0.064725,88.062901
3131390.0,308630.504425,1.768413,0.0369,86.69552
3416344.0,350934.399317,2.172632,0.185185,90.702456
3705389.0,351710.866928,1.874665,0.032362,89.612601
3843799.0,401137.571429,1.655604,0.0,93.432686
3424887.0,400014.092033,3.115465,0.11583,99.584325
2762559.0,312356.145673,3.152766,0.314961,95.393327
3442880.0,357434.21751,2.557584,0.185874,93.433989
3025719.0,349883.449264,3.341195,0.114068,95.79717
3484437.0,369791.313793,2.406624,0.184502,93.624383
2985447.0,344459.756079,3.127791,0.074074,97.313318
3910894.0,362100.0,1.138258,0.0,88.45202
3753590.0,406390.712916,2.144918,0.065359,95.230164
2877681.0,351793.872038,3.373003,0.204082,100.420128
3337605.0,327079.386477,1.328787,0.181159,83.200287
3301746.0,298930.908356,1.644366,0.035714,85.678169
3800508.0,326904.178315,1.341382,0.032154,84.578806
3727456.0,324035.396694,1.129243,0.09772,83.450392
3378759.0,345953.108543,1.590681,0.107143,87.650896
3900051.0,326961.399394,1.11425,0.032258,83.804771
3738887.0,331917.913233,1.039062,0.0,84.279297
3255294.0,301938.685011,1.752784,0.104895,85.066073
3759678.0,328452.0,1.026797,0.0,83.985621
3871355.0,352222.30049,1.193982,0.032051,86.898207
3435705.0,343241.510204,2.00838,0.139373,91.596369
2751077.0,327728.772908,3.275693,0.325203,93.911909
3488051.0,352948.24116,2.372478,0.14652,91.878963
3230645.0,300968.623263,2.170566,0.11236,87.229434
3521541.0,334343.187291,2.050206,0.068493,88.266162
3299145.0,367582.638829,2.77551,0.166667,94.198251
3352623.0,397751.544242,2.837159,0.174825,97.146341
3163260.0,357313.952593,3.444276,0.140351,100.082638
3505067.0,348183.773936,1.914402,0.06734,89.705163
3726832.0,365541.09292,1.624511,0.03268,89.493481
3586891.0,408596.224397,2.171637,0.098039,96.109344
3528330.0,316616.532967,1.692797,0.035211,89.263418
3595407.0,357588.836788,2.21823,0.073801,91.001331
3637290.0,357406.875654,1.969492,0.06192,90.783729
3255942.0,358706.335248,2.826568,0.182482,95.075277
3236707.0,347469.980463,2.707227,0.151515,94.064897
3461118.0,351995.454608,2.037815,0.106383,91.209384
3153293.0,351569.123979,2.975076,0.195312,95.69864
3285487.0,356363.528736,2.969208,0.179856,93.923021
3196997.0,353983.514706,2.798357,0.109091,94.356983
3395046.0,354539.213545,2.48017,0.107914,94.029745
3366411.0,354945.411104,2.557809,0.179211,91.699121
3841787.0,380553.580815,2.107483,0.133333,92.888435
3002932.0,367991.461821,3.054518,0.107914,99.939507
3589542.0,363629.163014,1.965758,0.074349,91.288609
3547999.0,304498.498354,1.751359,0.094637,85.612772
3185423.0,308129.918797,1.803861,0.195312,84.951351
3470922.0,366660.883065,2.730663,0.103806,96.445442
3096808.0,367665.447705,2.795012,0.195312,96.597038
3101552.0,320991.474679,3.020785,0.229885,92.588915
3324694.0,320391.030583,2.009461,0.107914,86.727074
3748804.0,343424.444516,1.601316,0.103448,86.902632
3106157.0,308489.480826,2.232594,0.038168,89.355011
3568630.0,329942.305867,1.610807,0.064516,86.259234
3876100.0,328444.351077,0.601631,0.03096,81.697616
3636427.0,358054.91984,2.119565,0.068259,90.881114
3714563.0,398357.591405,2.015717,0.032362,96.362148
2669406.0,336983.817177,3.597066,0.175439,97.627265
3672195.0,344009.866967,2.225083,0.069444,90.517492
3465367.0,341982.294358,2.080363,0.13468,90.044724
3209272.0,314551.049563,2.017126,0.073529,90.545793
3356369.0,337059.556564,2.041488,0.117188,89.920601
3744236.0,356417.137887,1.830013,0.06135,88.780212
3398803.0,401257.559002,2.747245,0.13986,99.342975
3133781.0,385165.592085,2.974419,0.119522,99.146512
3067592.0,331259.687724,2.585114,0.180505,94.244657
3727540.0,336687.18004,1.65802,0.033784,86.448464
3882552.0,356020.0,1.12142,0.0,88.734745
3637128.0,410802.271703,2.37931,0.069686,96.668695
3089939.0,351618.384615,2.953972,0.158103,96.109131
3533397.0,356101.415107,2.137766,0.096463,91.945853
3196903.0,317201.216479,1.966232,0.074627,90.234075
3333097.0,349292.707334,2.186869,0.109091,92.504329
3303974.0,353693.246088,2.281159,0.181818,91.268841
3275742.0,363900.857544,2.853676,0.162602,95.632405
3647721.0,420011.618341,3.416438,0.062305,104.225342
3493971.0,427125.715143,3.25545,0.076336,103.433243
3425673.0,443156.634654,3.411483,0.063291,104.755981
3249263.0,412342.647265,3.551528,0.107914,104.612651
3799925.0,363168.197636,1.664659,0.072993,90.528782
3017279.0,383653.039474,3.543375,0.141844,99.137224
3508661.0,394049.224638,3.252512,0.068966,100.208975
3436571.0,384089.641205,2.658309,0.111524,96.067335
3305702.0,378057.173975,3.090777,0.103448,98.119099
3940983.0,404174.329511,2.32167,0.064309,96.117864
3016399.0,377741.12963,3.420016,0.112782,99.977147
3650596.0,419613.732641,2.496697,0.033113,96.535667
3702183.0,460780.175974,3.325413,0.066445,104.363036
3163644.0,404282.316327,3.941611,0.081633,108.929047
3245915.0,385082.437629,3.102384,0.171233,98.115708
3650086.0,342518.653924,1.591753,0.032895,89.269416
3186055.0,341019.721324,3.028486,0.152672,93.53973
3566415.0,341384.311475,1.780554,0.067568,87.952059
3230581.0,314995.200586,2.307057,0.234375,89.532282
2987651.0,293136.616757,2.231621,0.112782,87.864822
3262044.0,290681.343294,1.413284,0.11236,83.698155
3206585.0,308929.730396,1.373568,0.112782,84.371276
3122699.0,281175.026276,2.189498,0.038462,87.751903
3420596.0,295467.232656,0.692902,0.034843,79.314125
3434193.0,294186.512905,1.278273,0.068966,82.959561
3719062.0,343939.420592,1.692466,0.10101,88.060274
3032000.0,313491.901752,2.504673,0.15625,91.448598
3062992.0,300867.378891,2.092463,0.198413,86.913753
3582939.0,300678.282322,1.220833,0.107527,81.467361
3429234.0,355026.429735,2.103186,0.072464,90.594875
3677988.0,372726.460932,2.259284,0.061538,92.975692
3595134.0,381626.470703,2.28629,0.067114,94.642473
3512088.0,386703.364829,2.408754,0.13289,95.503704
3655073.0,393874.105471,2.626775,0.033898,97.703854
3125735.0,320697.819929,1.972973,0.040816,89.581446
3421316.0,342129.868325,2.336819,0.20202,90.885736
3923222.0,375801.982759,1.609434,0.0,90.692453
3478131.0,404993.677725,2.509304,0.074906,97.297037
3181702.0,338322.427106,2.78714,0.106007,94.717664
3950982.0,356059.0,1.477757,0.0,88.527727
3304458.0,320040.604435,1.796635,0.07326,89.27286
3503047.0,355875.353691,2.150273,0.101695,91.165301
3026291.0,339858.508315,2.642222,0.271318,92.420741
3714425.0,389962.576534,2.606061,0.033557,96.370523
3567935.0,419637.456949,3.109807,0.068027,101.213398
3234583.0,367243.513224,2.953455,0.155642,98.608
3020472.0,333125.165568,2.593398,0.071429,93.525131
3473171.0,352613.514368,2.483113,0.145985,91.920705
3555035.0,362185.287234,2.331081,0.102041,94.473649
3590415.0,376860.648964,1.759868,0.037175,91.843421
2737529.0,257849.703177,2.093482,0.272374,86.704117
2767069.0,236590.163543,0.988556,0.043103,80.879401
2802678.0,238979.03413,1.278261,0.088889,81.438261
2940912.0,279736.810789,1.723739,0.197628,84.952026
3537450.0,294951.265688,1.126301,0.072464,81.848022
3514064.0,307671.586253,1.320225,0.065359,83.588483
3076721.0,313656.678975,2.182171,0.196078,89.0
2881330.0,252198.850906,1.465038,0.084746,83.670598
2886887.0,274075.660408,2.186822,0.122951,85.371977
3123848.0,272184.57997,1.313318,0.078125,82.906082
3619018.0,312623.987541,1.052848,0.099668,82.347289
3850936.0,336598.022167,1.064725,0.0,85.366343
3249178.0,289782.366167,1.12574,0.035842,83.732249
3679987.0,297376.0,0.699537,0.033223,79.309067
3388791.0,296948.897917,0.835007,0.070175,80.146341
3265630.0,323743.338667,1.803256,0.107143,87.145862
3212467.0,326752.73756,3.015599,0.117188,92.770936
3779451.0,305025.133794,0.849093,0.032468,81.101036
3685851.0,302349.894669,0.807947,0.032573,79.866225
3605941.0,316031.816084,1.258887,0.03367,83.534541
3727972.0,305257.0,0.628832,0.0,79.742335
3050032.0,303800.833849,2.187304,0.118577,87.330721
2729476.0,269811.165943,1.887719,0.090498,85.309649
3737319.0,304977.449163,1.136481,0.032154,81.225744
3138334.0,290178.062084,1.41654,0.074627,83.612291
3618891.0,304644.356667,1.005472,0.068259,81.900137
3584859.0,318927.838624,1.505442,0.170068,84.891837
2901931.0,283510.553429,2.063479,0.082305,87.450948
3101449.0,282422.970229,1.715289,0.16,84.113105
3340643.0,283498.754944,1.274453,0.070423,82.078102
2977567.0,287573.171789,2.067961,0.162602,88.081715
3370387.0,282316.683133,0.886944,0.110701,80.167031
3081472.0,282496.052036,1.550117,0.122449,84.221445
3199334.0,291600.031437,1.816154,0.138889,85.712308
3347909.0,282191.075269,0.784682,0.035714,79.360549
3272960.0,279265.792151,1.470588,0.149254,83.291912
3756610.0,320284.203325,1.087156,0.03268,82.978375
3408042.0,341215.509368,2.18,0.105263,90.212857
3412262.0,347114.117841,1.724138,0.115385,90.834348
2968591.0,287216.893864,2.353586,0.10989,88.864979
3216435.0,304942.92522,1.827869,0.114504,85.387481
3750514.0,306947.931774,0.811111,0.032573,79.873203
3470620.0,363411.933926,1.666017,0.137457,90.481481
3720223.0,372217.096642,2.376487,0.101695,93.674598
3376164.0,373330.788955,2.449423,0.111524,96.10387
3081434.0,318284.347253,2.493253,0.238095,89.927286
3913337.0,329331.528609,1.494314,0.031949,85.145151
3732763.0,333565.636533,0.897749,0.034014,83.758842
2783105.0,278886.588388,2.50221,0.209205,91.536693
2957794.0,284436.349568,2.32089,0.07874,87.804607
3768636.0,306598.250644,0.765553,0.0,80.469548
3356152.0,336666.157202,2.010745,0.206186,89.862464
3596223.0,347784.599869,1.96748,0.10274,89.567751
3564994.0,357352.090007,2.131327,0.106007,90.754446
3238795.0,310528.915462,1.83209,0.034965,87.581343
3695053.0,311462.068255,1.091149,0.067568,81.482827
3530806.0,313552.96875,0.839048,0.101351,81.293912
3334632.0,319558.432732,2.18892,0.105263,87.911932
3587991.0,311997.256545,1.311777,0.10101,84.330157
3190618.0,319266.185241,2.4804,0.192308,88.663336
3654243.0,372231.454428,2.201586,0.068259,92.490416
3504744.0,319015.323569,1.545455,0.066007,86.411805
3675875.0,324103.495484,1.237785,0.035842,82.919218
3835623.0,355221.409091,1.418123,0.029412,87.455016
3136415.0,366976.016095,2.591661,0.114068,96.989935
2690998.0,269861.570255,2.142056,0.187793,86.814019
3318050.0,279957.72885,1.255102,0.035461,82.080175
3803466.0,330696.302821,1.029793,0.031646,83.643135
3754550.0,347865.410872,1.349476,0.031949,87.876309
3294375.0,329647.319014,2.039683,0.107914,90.448052
3602158.0,305969.218978,1.11502,0.067797,82.037889
3336126.0,277463.954802,0.852833,0.0,79.882266
3368464.0,301378.629707,0.997118,0.107143,80.881124
3453430.0,319969.245492,2.047216,0.071429,87.993658
3439263.0,362501.526207,2.312945,0.110294,92.681366
3399628.0,365606.740818,2.830628,0.06734,96.013409
3633349.0,379609.696015,1.856205,0.06734,93.54629
3690663.0,395132.289072,2.081646,0.032154,95.199869
3148901.0,320615.217978,2.287786,0.074906,90.708397
3469531.0,337082.077557,1.407433,0.070671,86.267181
3695034.0,356821.882877,1.874507,0.032573,91.457293
3157186.0,333748.532689,2.784048,0.11811,91.227991
3625505.0,341570.934109,1.586139,0.068966,86.287129
3480122.0,342461.992497,2.304682,0.164474,91.387841
3111209.0,336572.396255,2.609568,0.269231,91.171296
3719342.0,344212.772613,1.60441,0.064516,88.186122
3603556.0,335902.423077,1.561607,0.0,88.809394
3445453.0,336667.525956,1.126761,0.06993,86.016901
